sample_id,image_path,shrinkage,thread_defect,incomplete_molding,burr,contamination,split
burr_top_ok_camera_4_1,images/burr_top_ok/burr_top_ok_camera_4_1.png,0,0,0,0,0,train
burr_top_ok_camera_4_10,images/burr_top_ok/burr_top_ok_camera_4_10.png,0,0,0,0,0,train
burr_top_ok_camera_4_11,images/burr_top_ok/burr_top_ok_camera_4_11.png,0,0,0,0,0,train
burr_top_ok_camera_4_12,images/burr_top_ok/burr_top_ok_camera_4_12.png,0,0,0,0,0,train
burr_top_ok_camera_4_13,images/burr_top_ok/burr_top_ok_camera_4_13.png,0,0,0,0,0,train
burr_top_ok_camera_4_14,images/burr_top_ok/burr_top_ok_camera_4_14.png,0,0,0,0,0,train
burr_top_ok_camera_4_15,images/burr_top_ok/burr_top_ok_camera_4_15.png,0,0,0,0,0,train
burr_top_ok_camera_4_16,images/burr_top_ok/burr_top_ok_camera_4_16.png,0,0,0,0,0,train
burr_top_ok_camera_4_2,images/burr_top_ok/burr_top_ok_camera_4_2.png,0,0,0,0,0,train
burr_top_ok_camera_4_20,images/burr_top_ok/burr_top_ok_camera_4_20.png,0,0,0,0,0,train
burr_top_ok_camera_4_21,images/burr_top_ok/burr_top_ok_camera_4_21.png,0,0,0,0,0,train
burr_top_ok_camera_4_22,images/burr_top_ok/burr_top_ok_camera_4_22.png,0,0,0,0,0,train
burr_top_ok_camera_4_24,images/burr_top_ok/burr_top_ok_camera_4_24.png,0,0,0,0,0,test
burr_top_ok_camera_4_25,images/burr_top_ok/burr_top_ok_camera_4_25.png,0,0,0,0,0,train
burr_top_ok_camera_4_26,images/burr_top_ok/burr_top_ok_camera_4_26.png,0,0,0,0,0,test
burr_top_ok_camera_4_27,images/burr_top_ok/burr_top_ok_camera_4_27.png,0,0,0,0,0,train
burr_top_ok_camera_4_28,images/burr_top_ok/burr_top_ok_camera_4_28.png,0,0,0,0,0,train
burr_top_ok_camera_4_29,images/burr_top_ok/burr_top_ok_camera_4_29.png,0,0,0,0,0,train
burr_top_ok_camera_4_3,images/burr_top_ok/burr_top_ok_camera_4_3.png,0,0,0,0,0,train
burr_top_ok_camera_4_30,images/burr_top_ok/burr_top_ok_camera_4_30.png,0,0,0,0,0,train
burr_top_ok_camera_4_31,images/burr_top_ok/burr_top_ok_camera_4_31.png,0,0,0,0,0,train
burr_top_ok_camera_4_32,images/burr_top_ok/burr_top_ok_camera_4_32.png,0,0,0,0,0,val
burr_top_ok_camera_4_33,images/burr_top_ok/burr_top_ok_camera_4_33.png,0,0,0,0,0,train
burr_top_ok_camera_4_34,images/burr_top_ok/burr_top_ok_camera_4_34.png,0,0,0,0,0,val
burr_top_ok_camera_4_35,images/burr_top_ok/burr_top_ok_camera_4_35.png,0,0,0,0,0,train
burr_top_ok_camera_4_36,images/burr_top_ok/burr_top_ok_camera_4_36.png,0,0,0,0,0,val
burr_top_ok_camera_4_37,images/burr_top_ok/burr_top_ok_camera_4_37.png,0,0,0,0,0,val
burr_top_ok_camera_4_38,images/burr_top_ok/burr_top_ok_camera_4_38.png,0,0,0,0,0,val
burr_top_ok_camera_4_39,images/burr_top_ok/burr_top_ok_camera_4_39.png,0,0,0,0,0,val
burr_top_ok_camera_4_4,images/burr_top_ok/burr_top_ok_camera_4_4.png,0,0,0,0,0,val
burr_top_ok_camera_4_40,images/burr_top_ok/burr_top_ok_camera_4_40.png,0,0,0,0,0,val
burr_top_ok_camera_4_41,images/burr_top_ok/burr_top_ok_camera_4_41.png,0,0,0,0,0,test
burr_top_ok_camera_4_42,images/burr_top_ok/burr_top_ok_camera_4_42.png,0,0,0,0,0,train
burr_top_ok_camera_4_43,images/burr_top_ok/burr_top_ok_camera_4_43.png,0,0,0,0,0,train
burr_top_ok_camera_4_44,images/burr_top_ok/burr_top_ok_camera_4_44.png,0,0,0,0,0,train
burr_top_ok_camera_4_45,images/burr_top_ok/burr_top_ok_camera_4_45.png,0,0,0,0,0,train
burr_top_ok_camera_4_46,images/burr_top_ok/burr_top_ok_camera_4_46.png,0,0,0,0,0,val
burr_top_ok_camera_4_47,images/burr_top_ok/burr_top_ok_camera_4_47.png,0,0,0,0,0,train
burr_top_ok_camera_4_48,images/burr_top_ok/burr_top_ok_camera_4_48.png,0,0,0,0,0,train
burr_top_ok_camera_4_49,images/burr_top_ok/burr_top_ok_camera_4_49.png,0,0,0,0,0,train
burr_top_ok_camera_4_5,images/burr_top_ok/burr_top_ok_camera_4_5.png,0,0,0,0,0,train
burr_top_ok_camera_4_50,images/burr_top_ok/burr_top_ok_camera_4_50.png,0,0,0,0,0,test
burr_top_ok_camera_4_51,images/burr_top_ok/burr_top_ok_camera_4_51.png,0,0,0,0,0,val
burr_top_ok_camera_4_52,images/burr_top_ok/burr_top_ok_camera_4_52.png,0,0,0,0,0,train
burr_top_ok_camera_4_53,images/burr_top_ok/burr_top_ok_camera_4_53.png,0,0,0,0,0,train
burr_top_ok_camera_4_54,images/burr_top_ok/burr_top_ok_camera_4_54.png,0,0,0,0,0,train
burr_top_ok_camera_4_55,images/burr_top_ok/burr_top_ok_camera_4_55.png,0,0,0,0,0,train
burr_top_ok_camera_4_56,images/burr_top_ok/burr_top_ok_camera_4_56.png,0,0,0,0,0,train
burr_top_ok_camera_4_57,images/burr_top_ok/burr_top_ok_camera_4_57.png,0,0,0,0,0,val
burr_top_ok_camera_4_58,images/burr_top_ok/burr_top_ok_camera_4_58.png,0,0,0,0,0,train
burr_top_ok_camera_4_59,images/burr_top_ok/burr_top_ok_camera_4_59.png,0,0,0,0,0,train
burr_top_ok_camera_4_6,images/burr_top_ok/burr_top_ok_camera_4_6.png,0,0,0,0,0,train
burr_top_ok_camera_4_60,images/burr_top_ok/burr_top_ok_camera_4_60.png,0,0,0,0,0,val
burr_top_ok_camera_4_61,images/burr_top_ok/burr_top_ok_camera_4_61.png,0,0,0,0,0,test
burr_top_ok_camera_4_62,images/burr_top_ok/burr_top_ok_camera_4_62.png,0,0,0,0,0,train
burr_top_ok_camera_4_63,images/burr_top_ok/burr_top_ok_camera_4_63.png,0,0,0,0,0,train
burr_top_ok_camera_4_64,images/burr_top_ok/burr_top_ok_camera_4_64.png,0,0,0,0,0,train
burr_top_ok_camera_4_65,images/burr_top_ok/burr_top_ok_camera_4_65.png,0,0,0,0,0,train
burr_top_ok_camera_4_66,images/burr_top_ok/burr_top_ok_camera_4_66.png,0,0,0,0,0,train
burr_top_ok_camera_4_67,images/burr_top_ok/burr_top_ok_camera_4_67.png,0,0,0,0,0,val
burr_top_ok_camera_4_68,images/burr_top_ok/burr_top_ok_camera_4_68.png,0,0,0,0,0,val
burr_top_ok_camera_4_69,images/burr_top_ok/burr_top_ok_camera_4_69.png,0,0,0,0,0,train
burr_top_ok_camera_4_7,images/burr_top_ok/burr_top_ok_camera_4_7.png,0,0,0,0,0,val
burr_top_ok_camera_4_70,images/burr_top_ok/burr_top_ok_camera_4_70.png,0,0,0,0,0,train
burr_top_ok_camera_4_71,images/burr_top_ok/burr_top_ok_camera_4_71.png,0,0,0,0,0,val
burr_top_ok_camera_4_72,images/burr_top_ok/burr_top_ok_camera_4_72.png,0,0,0,0,0,val
burr_top_ok_camera_4_73,images/burr_top_ok/burr_top_ok_camera_4_73.png,0,0,0,0,0,val
burr_top_ok_camera_4_74,images/burr_top_ok/burr_top_ok_camera_4_74.png,0,0,0,0,0,train
burr_top_ok_camera_4_75,images/burr_top_ok/burr_top_ok_camera_4_75.png,0,0,0,0,0,train
burr_top_ok_camera_4_76,images/burr_top_ok/burr_top_ok_camera_4_76.png,0,0,0,0,0,train
burr_top_ok_camera_4_77,images/burr_top_ok/burr_top_ok_camera_4_77.png,0,0,0,0,0,train
burr_top_ok_camera_4_78,images/burr_top_ok/burr_top_ok_camera_4_78.png,0,0,0,0,0,val
burr_top_ok_camera_4_79,images/burr_top_ok/burr_top_ok_camera_4_79.png,0,0,0,0,0,val
burr_top_ok_camera_4_8,images/burr_top_ok/burr_top_ok_camera_4_8.png,0,0,0,0,0,test
burr_top_ok_camera_4_80,images/burr_top_ok/burr_top_ok_camera_4_80.png,0,0,0,0,0,train
burr_top_ok_camera_4_81,images/burr_top_ok/burr_top_ok_camera_4_81.png,0,0,0,0,0,train
burr_top_ok_camera_4_82,images/burr_top_ok/burr_top_ok_camera_4_82.png,0,0,0,0,0,train
burr_top_ok_camera_4_83,images/burr_top_ok/burr_top_ok_camera_4_83.png,0,0,0,0,0,train
burr_top_ok_camera_4_84,images/burr_top_ok/burr_top_ok_camera_4_84.png,0,0,0,0,0,val
burr_top_ok_camera_4_85,images/burr_top_ok/burr_top_ok_camera_4_85.png,0,0,0,0,0,val
burr_top_ok_camera_4_86,images/burr_top_ok/burr_top_ok_camera_4_86.png,0,0,0,0,0,train
burr_top_ok_camera_4_87,images/burr_top_ok/burr_top_ok_camera_4_87.png,0,0,0,0,0,val
burr_top_ok_camera_4_88,images/burr_top_ok/burr_top_ok_camera_4_88.png,0,0,0,0,0,train
burr_top_ok_camera_4_89,images/burr_top_ok/burr_top_ok_camera_4_89.png,0,0,0,0,0,train
burr_top_ok_camera_4_9,images/burr_top_ok/burr_top_ok_camera_4_9.png,0,0,0,0,0,train
burr_top_ok_camera_4_90,images/burr_top_ok/burr_top_ok_camera_4_90.png,0,0,0,0,0,val
burr_top_ok_camera_4_91,images/burr_top_ok/burr_top_ok_camera_4_91.png,0,0,0,0,0,train
burr_top_ok_camera_4_92,images/burr_top_ok/burr_top_ok_camera_4_92.png,0,0,0,0,0,test
burr_top_ok_camera_4_93,images/burr_top_ok/burr_top_ok_camera_4_93.png,0,0,0,0,0,val
burr_top_ok_camera_4_94,images/burr_top_ok/burr_top_ok_camera_4_94.png,0,0,0,0,0,train
burr_top_ok_camera_4_95,images/burr_top_ok/burr_top_ok_camera_4_95.png,0,0,0,0,0,train
burr_top_ok_camera_4_96,images/burr_top_ok/burr_top_ok_camera_4_96.png,0,0,0,0,0,train
contamination_ng_camera_1_1,images/contamination_ng/contamination_ng_camera_1_1.png,0,0,0,0,1,train
contamination_ng_camera_1_10,images/contamination_ng/contamination_ng_camera_1_10.png,0,0,0,0,1,train
contamination_ng_camera_1_11,images/contamination_ng/contamination_ng_camera_1_11.png,0,0,0,0,1,train
contamination_ng_camera_1_12,images/contamination_ng/contamination_ng_camera_1_12.png,0,0,0,0,1,train
contamination_ng_camera_1_13,images/contamination_ng/contamination_ng_camera_1_13.png,0,0,0,0,1,train
contamination_ng_camera_1_14,images/contamination_ng/contamination_ng_camera_1_14.png,0,0,0,0,1,train
contamination_ng_camera_1_15,images/contamination_ng/contamination_ng_camera_1_15.png,0,0,0,0,1,train
contamination_ng_camera_1_2,images/contamination_ng/contamination_ng_camera_1_2.png,0,0,0,0,1,train
contamination_ng_camera_1_3,images/contamination_ng/contamination_ng_camera_1_3.png,0,0,0,0,1,val
contamination_ng_camera_1_4,images/contamination_ng/contamination_ng_camera_1_4.png,0,0,0,0,1,train
contamination_ng_camera_1_5,images/contamination_ng/contamination_ng_camera_1_5.png,0,0,0,0,1,train
contamination_ng_camera_1_6,images/contamination_ng/contamination_ng_camera_1_6.png,0,0,0,0,1,val
contamination_ng_camera_1_7,images/contamination_ng/contamination_ng_camera_1_7.png,0,0,0,0,1,test
contamination_ng_camera_1_8,images/contamination_ng/contamination_ng_camera_1_8.png,0,0,0,0,1,train
contamination_ng_camera_1_9,images/contamination_ng/contamination_ng_camera_1_9.png,0,0,0,0,1,val
contamination_ng_camera_2_1,images/contamination_ng/contamination_ng_camera_2_1.png,0,0,0,0,1,test
contamination_ng_camera_2_100,images/contamination_ng/contamination_ng_camera_2_100.png,0,0,0,0,1,train
contamination_ng_camera_2_101,images/contamination_ng/contamination_ng_camera_2_101.png,0,0,0,0,1,train
contamination_ng_camera_2_102,images/contamination_ng/contamination_ng_camera_2_102.png,0,0,0,0,1,train
contamination_ng_camera_2_103,images/contamination_ng/contamination_ng_camera_2_103.png,0,0,0,0,1,train
contamination_ng_camera_2_104,images/contamination_ng/contamination_ng_camera_2_104.png,0,0,0,0,1,train
contamination_ng_camera_2_105,images/contamination_ng/contamination_ng_camera_2_105.png,0,0,0,0,1,train
contamination_ng_camera_2_106,images/contamination_ng/contamination_ng_camera_2_106.png,0,0,0,0,1,val
contamination_ng_camera_2_107,images/contamination_ng/contamination_ng_camera_2_107.png,0,0,0,0,1,val
contamination_ng_camera_2_108,images/contamination_ng/contamination_ng_camera_2_108.png,0,0,0,0,1,train
contamination_ng_camera_2_109,images/contamination_ng/contamination_ng_camera_2_109.png,0,0,0,0,1,test
contamination_ng_camera_2_11,images/contamination_ng/contamination_ng_camera_2_11.png,0,0,0,0,1,train
contamination_ng_camera_2_110,images/contamination_ng/contamination_ng_camera_2_110.png,0,0,0,0,1,test
contamination_ng_camera_2_111,images/contamination_ng/contamination_ng_camera_2_111.png,0,0,0,0,1,train
contamination_ng_camera_2_112,images/contamination_ng/contamination_ng_camera_2_112.png,0,0,0,0,1,train
contamination_ng_camera_2_113,images/contamination_ng/contamination_ng_camera_2_113.png,0,0,0,0,1,train
contamination_ng_camera_2_114,images/contamination_ng/contamination_ng_camera_2_114.png,0,0,0,0,1,train
contamination_ng_camera_2_115,images/contamination_ng/contamination_ng_camera_2_115.png,0,0,0,0,1,train
contamination_ng_camera_2_116,images/contamination_ng/contamination_ng_camera_2_116.png,0,0,0,0,1,train
contamination_ng_camera_2_117,images/contamination_ng/contamination_ng_camera_2_117.png,0,0,0,0,1,train
contamination_ng_camera_2_118,images/contamination_ng/contamination_ng_camera_2_118.png,0,0,0,0,1,train
contamination_ng_camera_2_119,images/contamination_ng/contamination_ng_camera_2_119.png,0,0,0,0,1,test
contamination_ng_camera_2_12,images/contamination_ng/contamination_ng_camera_2_12.png,0,0,0,0,1,train
contamination_ng_camera_2_120,images/contamination_ng/contamination_ng_camera_2_120.png,0,0,0,0,1,train
contamination_ng_camera_2_121,images/contamination_ng/contamination_ng_camera_2_121.png,0,0,0,0,1,test
contamination_ng_camera_2_122,images/contamination_ng/contamination_ng_camera_2_122.png,0,0,0,0,1,train
contamination_ng_camera_2_123,images/contamination_ng/contamination_ng_camera_2_123.png,0,0,0,0,1,val
contamination_ng_camera_2_124,images/contamination_ng/contamination_ng_camera_2_124.png,0,0,0,0,1,train
contamination_ng_camera_2_125,images/contamination_ng/contamination_ng_camera_2_125.png,0,0,0,0,1,train
contamination_ng_camera_2_126,images/contamination_ng/contamination_ng_camera_2_126.png,0,0,0,0,1,train
contamination_ng_camera_2_127,images/contamination_ng/contamination_ng_camera_2_127.png,0,0,0,0,1,train
contamination_ng_camera_2_128,images/contamination_ng/contamination_ng_camera_2_128.png,0,0,0,0,1,train
contamination_ng_camera_2_129,images/contamination_ng/contamination_ng_camera_2_129.png,0,0,0,0,1,train
contamination_ng_camera_2_13,images/contamination_ng/contamination_ng_camera_2_13.png,0,0,0,0,1,train
contamination_ng_camera_2_130,images/contamination_ng/contamination_ng_camera_2_130.png,0,0,0,0,1,train
contamination_ng_camera_2_131,images/contamination_ng/contamination_ng_camera_2_131.png,0,0,0,0,1,val
contamination_ng_camera_2_132,images/contamination_ng/contamination_ng_camera_2_132.png,0,0,0,0,1,train
contamination_ng_camera_2_133,images/contamination_ng/contamination_ng_camera_2_133.png,0,0,0,0,1,train
contamination_ng_camera_2_134,images/contamination_ng/contamination_ng_camera_2_134.png,0,0,0,0,1,train
contamination_ng_camera_2_135,images/contamination_ng/contamination_ng_camera_2_135.png,0,0,0,0,1,val
contamination_ng_camera_2_136,images/contamination_ng/contamination_ng_camera_2_136.png,0,0,0,0,1,train
contamination_ng_camera_2_137,images/contamination_ng/contamination_ng_camera_2_137.png,0,0,0,0,1,train
contamination_ng_camera_2_138,images/contamination_ng/contamination_ng_camera_2_138.png,0,0,0,0,1,train
contamination_ng_camera_2_139,images/contamination_ng/contamination_ng_camera_2_139.png,0,0,0,0,1,train
contamination_ng_camera_2_14,images/contamination_ng/contamination_ng_camera_2_14.png,0,0,0,0,1,val
contamination_ng_camera_2_140,images/contamination_ng/contamination_ng_camera_2_140.png,0,0,0,0,1,train
contamination_ng_camera_2_141,images/contamination_ng/contamination_ng_camera_2_141.png,0,0,0,0,1,val
contamination_ng_camera_2_142,images/contamination_ng/contamination_ng_camera_2_142.png,0,0,0,0,1,train
contamination_ng_camera_2_143,images/contamination_ng/contamination_ng_camera_2_143.png,0,0,0,0,1,train
contamination_ng_camera_2_144,images/contamination_ng/contamination_ng_camera_2_144.png,0,0,0,0,1,train
contamination_ng_camera_2_145,images/contamination_ng/contamination_ng_camera_2_145.png,0,0,0,0,1,val
contamination_ng_camera_2_146,images/contamination_ng/contamination_ng_camera_2_146.png,0,0,0,0,1,val
contamination_ng_camera_2_147,images/contamination_ng/contamination_ng_camera_2_147.png,0,0,0,0,1,train
contamination_ng_camera_2_148,images/contamination_ng/contamination_ng_camera_2_148.png,0,0,0,0,1,train
contamination_ng_camera_2_149,images/contamination_ng/contamination_ng_camera_2_149.png,0,0,0,0,1,test
contamination_ng_camera_2_15,images/contamination_ng/contamination_ng_camera_2_15.png,0,0,0,0,1,train
contamination_ng_camera_2_150,images/contamination_ng/contamination_ng_camera_2_150.png,0,0,0,0,1,train
contamination_ng_camera_2_151,images/contamination_ng/contamination_ng_camera_2_151.png,0,0,0,0,1,train
contamination_ng_camera_2_152,images/contamination_ng/contamination_ng_camera_2_152.png,0,0,0,0,1,train
contamination_ng_camera_2_153,images/contamination_ng/contamination_ng_camera_2_153.png,0,0,0,0,1,train
contamination_ng_camera_2_154,images/contamination_ng/contamination_ng_camera_2_154.png,0,0,0,0,1,train
contamination_ng_camera_2_155,images/contamination_ng/contamination_ng_camera_2_155.png,0,0,0,0,1,val
contamination_ng_camera_2_156,images/contamination_ng/contamination_ng_camera_2_156.png,0,0,0,0,1,train
contamination_ng_camera_2_157,images/contamination_ng/contamination_ng_camera_2_157.png,0,0,0,0,1,val
contamination_ng_camera_2_158,images/contamination_ng/contamination_ng_camera_2_158.png,0,0,0,0,1,val
contamination_ng_camera_2_159,images/contamination_ng/contamination_ng_camera_2_159.png,0,0,0,0,1,train
contamination_ng_camera_2_16,images/contamination_ng/contamination_ng_camera_2_16.png,0,0,0,0,1,train
contamination_ng_camera_2_160,images/contamination_ng/contamination_ng_camera_2_160.png,0,0,0,0,1,val
contamination_ng_camera_2_161,images/contamination_ng/contamination_ng_camera_2_161.png,0,0,0,0,1,val
contamination_ng_camera_2_162,images/contamination_ng/contamination_ng_camera_2_162.png,0,0,0,0,1,val
contamination_ng_camera_2_164,images/contamination_ng/contamination_ng_camera_2_164.png,0,0,0,0,1,train
contamination_ng_camera_2_165,images/contamination_ng/contamination_ng_camera_2_165.png,0,0,0,0,1,test
contamination_ng_camera_2_166,images/contamination_ng/contamination_ng_camera_2_166.png,0,0,0,0,1,train
contamination_ng_camera_2_167,images/contamination_ng/contamination_ng_camera_2_167.png,0,0,0,0,1,train
contamination_ng_camera_2_168,images/contamination_ng/contamination_ng_camera_2_168.png,0,0,0,0,1,train
contamination_ng_camera_2_169,images/contamination_ng/contamination_ng_camera_2_169.png,0,0,0,0,1,val
contamination_ng_camera_2_17,images/contamination_ng/contamination_ng_camera_2_17.png,0,0,0,0,1,train
contamination_ng_camera_2_170,images/contamination_ng/contamination_ng_camera_2_170.png,0,0,0,0,1,train
contamination_ng_camera_2_171,images/contamination_ng/contamination_ng_camera_2_171.png,0,0,0,0,1,train
contamination_ng_camera_2_172,images/contamination_ng/contamination_ng_camera_2_172.png,0,0,0,0,1,train
contamination_ng_camera_2_174,images/contamination_ng/contamination_ng_camera_2_174.png,0,0,0,0,1,train
contamination_ng_camera_2_175,images/contamination_ng/contamination_ng_camera_2_175.png,0,0,0,0,1,test
contamination_ng_camera_2_176,images/contamination_ng/contamination_ng_camera_2_176.png,0,0,0,0,1,train
contamination_ng_camera_2_177,images/contamination_ng/contamination_ng_camera_2_177.png,0,0,0,0,1,train
contamination_ng_camera_2_178,images/contamination_ng/contamination_ng_camera_2_178.png,0,0,0,0,1,val
contamination_ng_camera_2_179,images/contamination_ng/contamination_ng_camera_2_179.png,0,0,0,0,1,train
contamination_ng_camera_2_18,images/contamination_ng/contamination_ng_camera_2_18.png,0,0,0,0,1,train
contamination_ng_camera_2_19,images/contamination_ng/contamination_ng_camera_2_19.png,0,0,0,0,1,val
contamination_ng_camera_2_2,images/contamination_ng/contamination_ng_camera_2_2.png,0,0,0,0,1,val
contamination_ng_camera_2_21,images/contamination_ng/contamination_ng_camera_2_21.png,0,0,0,0,1,train
contamination_ng_camera_2_22,images/contamination_ng/contamination_ng_camera_2_22.png,0,0,0,0,1,train
contamination_ng_camera_2_23,images/contamination_ng/contamination_ng_camera_2_23.png,0,0,0,0,1,val
contamination_ng_camera_2_24,images/contamination_ng/contamination_ng_camera_2_24.png,0,0,0,0,1,train
contamination_ng_camera_2_25,images/contamination_ng/contamination_ng_camera_2_25.png,0,0,0,0,1,train
contamination_ng_camera_2_26,images/contamination_ng/contamination_ng_camera_2_26.png,0,0,0,0,1,train
contamination_ng_camera_2_27,images/contamination_ng/contamination_ng_camera_2_27.png,0,0,0,0,1,train
contamination_ng_camera_2_28,images/contamination_ng/contamination_ng_camera_2_28.png,0,0,0,0,1,train
contamination_ng_camera_2_29,images/contamination_ng/contamination_ng_camera_2_29.png,0,0,0,0,1,val
contamination_ng_camera_2_3,images/contamination_ng/contamination_ng_camera_2_3.png,0,0,0,0,1,train
contamination_ng_camera_2_30,images/contamination_ng/contamination_ng_camera_2_30.png,0,0,0,0,1,train
contamination_ng_camera_2_31,images/contamination_ng/contamination_ng_camera_2_31.png,0,0,0,0,1,val
contamination_ng_camera_2_32,images/contamination_ng/contamination_ng_camera_2_32.png,0,0,0,0,1,val
contamination_ng_camera_2_33,images/contamination_ng/contamination_ng_camera_2_33.png,0,0,0,0,1,val
contamination_ng_camera_2_35,images/contamination_ng/contamination_ng_camera_2_35.png,0,0,0,0,1,val
contamination_ng_camera_2_36,images/contamination_ng/contamination_ng_camera_2_36.png,0,0,0,0,1,train
contamination_ng_camera_2_37,images/contamination_ng/contamination_ng_camera_2_37.png,0,0,0,0,1,train
contamination_ng_camera_2_38,images/contamination_ng/contamination_ng_camera_2_38.png,0,0,0,0,1,train
contamination_ng_camera_2_39,images/contamination_ng/contamination_ng_camera_2_39.png,0,0,0,0,1,train
contamination_ng_camera_2_4,images/contamination_ng/contamination_ng_camera_2_4.png,0,0,0,0,1,train
contamination_ng_camera_2_40,images/contamination_ng/contamination_ng_camera_2_40.png,0,0,0,0,1,test
contamination_ng_camera_2_43,images/contamination_ng/contamination_ng_camera_2_43.png,0,0,0,0,1,val
contamination_ng_camera_2_44,images/contamination_ng/contamination_ng_camera_2_44.png,0,0,0,0,1,test
contamination_ng_camera_2_45,images/contamination_ng/contamination_ng_camera_2_45.png,0,0,0,0,1,train
contamination_ng_camera_2_47,images/contamination_ng/contamination_ng_camera_2_47.png,0,0,0,0,1,train
contamination_ng_camera_2_48,images/contamination_ng/contamination_ng_camera_2_48.png,0,0,0,0,1,train
contamination_ng_camera_2_49,images/contamination_ng/contamination_ng_camera_2_49.png,0,0,0,0,1,val
contamination_ng_camera_2_5,images/contamination_ng/contamination_ng_camera_2_5.png,0,0,0,0,1,train
contamination_ng_camera_2_50,images/contamination_ng/contamination_ng_camera_2_50.png,0,0,0,0,1,train
contamination_ng_camera_2_51,images/contamination_ng/contamination_ng_camera_2_51.png,0,0,0,0,1,train
contamination_ng_camera_2_52,images/contamination_ng/contamination_ng_camera_2_52.png,0,0,0,0,1,train
contamination_ng_camera_2_53,images/contamination_ng/contamination_ng_camera_2_53.png,0,0,0,0,1,train
contamination_ng_camera_2_54,images/contamination_ng/contamination_ng_camera_2_54.png,0,0,0,0,1,train
contamination_ng_camera_2_55,images/contamination_ng/contamination_ng_camera_2_55.png,0,0,0,0,1,test
contamination_ng_camera_2_56,images/contamination_ng/contamination_ng_camera_2_56.png,0,0,0,0,1,test
contamination_ng_camera_2_57,images/contamination_ng/contamination_ng_camera_2_57.png,0,0,0,0,1,train
contamination_ng_camera_2_58,images/contamination_ng/contamination_ng_camera_2_58.png,0,0,0,0,1,train
contamination_ng_camera_2_59,images/contamination_ng/contamination_ng_camera_2_59.png,0,0,0,0,1,train
contamination_ng_camera_2_6,images/contamination_ng/contamination_ng_camera_2_6.png,0,0,0,0,1,train
contamination_ng_camera_2_60,images/contamination_ng/contamination_ng_camera_2_60.png,0,0,0,0,1,train
contamination_ng_camera_2_61,images/contamination_ng/contamination_ng_camera_2_61.png,0,0,0,0,1,train
contamination_ng_camera_2_62,images/contamination_ng/contamination_ng_camera_2_62.png,0,0,0,0,1,train
contamination_ng_camera_2_63,images/contamination_ng/contamination_ng_camera_2_63.png,0,0,0,0,1,train
contamination_ng_camera_2_64,images/contamination_ng/contamination_ng_camera_2_64.png,0,0,0,0,1,train
contamination_ng_camera_2_65,images/contamination_ng/contamination_ng_camera_2_65.png,0,0,0,0,1,train
contamination_ng_camera_2_66,images/contamination_ng/contamination_ng_camera_2_66.png,0,0,0,0,1,train
contamination_ng_camera_2_67,images/contamination_ng/contamination_ng_camera_2_67.png,0,0,0,0,1,test
contamination_ng_camera_2_68,images/contamination_ng/contamination_ng_camera_2_68.png,0,0,0,0,1,val
contamination_ng_camera_2_69,images/contamination_ng/contamination_ng_camera_2_69.png,0,0,0,0,1,train
contamination_ng_camera_2_7,images/contamination_ng/contamination_ng_camera_2_7.png,0,0,0,0,1,test
contamination_ng_camera_2_70,images/contamination_ng/contamination_ng_camera_2_70.png,0,0,0,0,1,train
contamination_ng_camera_2_71,images/contamination_ng/contamination_ng_camera_2_71.png,0,0,0,0,1,train
contamination_ng_camera_2_72,images/contamination_ng/contamination_ng_camera_2_72.png,0,0,0,0,1,val
contamination_ng_camera_2_73,images/contamination_ng/contamination_ng_camera_2_73.png,0,0,0,0,1,train
contamination_ng_camera_2_74,images/contamination_ng/contamination_ng_camera_2_74.png,0,0,0,0,1,test
contamination_ng_camera_2_75,images/contamination_ng/contamination_ng_camera_2_75.png,0,0,0,0,1,train
contamination_ng_camera_2_76,images/contamination_ng/contamination_ng_camera_2_76.png,0,0,0,0,1,train
contamination_ng_camera_2_77,images/contamination_ng/contamination_ng_camera_2_77.png,0,0,0,0,1,train
contamination_ng_camera_2_78,images/contamination_ng/contamination_ng_camera_2_78.png,0,0,0,0,1,test
contamination_ng_camera_2_79,images/contamination_ng/contamination_ng_camera_2_79.png,0,0,0,0,1,train
contamination_ng_camera_2_8,images/contamination_ng/contamination_ng_camera_2_8.png,0,0,0,0,1,train
contamination_ng_camera_2_80,images/contamination_ng/contamination_ng_camera_2_80.png,0,0,0,0,1,train
contamination_ng_camera_2_81,images/contamination_ng/contamination_ng_camera_2_81.png,0,0,0,0,1,train
contamination_ng_camera_2_82,images/contamination_ng/contamination_ng_camera_2_82.png,0,0,0,0,1,val
contamination_ng_camera_2_83,images/contamination_ng/contamination_ng_camera_2_83.png,0,0,0,0,1,train
contamination_ng_camera_2_84,images/contamination_ng/contamination_ng_camera_2_84.png,0,0,0,0,1,train
contamination_ng_camera_2_85,images/contamination_ng/contamination_ng_camera_2_85.png,0,0,0,0,1,train
contamination_ng_camera_2_86,images/contamination_ng/contamination_ng_camera_2_86.png,0,0,0,0,1,train
contamination_ng_camera_2_87,images/contamination_ng/contamination_ng_camera_2_87.png,0,0,0,0,1,val
contamination_ng_camera_2_88,images/contamination_ng/contamination_ng_camera_2_88.png,0,0,0,0,1,train
contamination_ng_camera_2_89,images/contamination_ng/contamination_ng_camera_2_89.png,0,0,0,0,1,test
contamination_ng_camera_2_9,images/contamination_ng/contamination_ng_camera_2_9.png,0,0,0,0,1,train
